Planting_ID,Block,Comps,plant_present,present_with_seeds,seeds,glumes,undeveloped,Date_counted,Notes
262,2,n,x,,,,,10/21/2020,tube missing
263,2,n,x,,,,,10/21/2020,tube missing
264,2,n,y,y,19,19,0,10/21/2020,
265,2,n,n,,,,,10/21/2020,
266,2,n,n,,,,,10/21/2020,
267,2,n,n,,,,,10/21/2020,
268,2,n,y,y,32,19,2,10/21/2020,
269,2,n,n,,,,,10/21/2020,
270,2,n,n,,,,,10/21/2020,
271,2,n,n,,,,,10/21/2020,
272,2,n,x,,,,,10/21/2020,tube missing
273,2,n,n,,,,,10/21/2020,
274,2,n,y,y,9,8,1,10/21/2020,
275,2,n,n,,,,,10/21/2020,
276,2,n,n,,,,,10/21/2020,
1,1,y,n,,,,,9/10/2020,
2,1,y,y,y,19,14,0,9/10/2020,
3,1,y,n,,,,,9/10/2020,
4,1,y,n,,,,,9/10/2020,
5,1,y,n,,,,,9/10/2020,
6,1,y,n,,,,,9/10/2020,
7,1,y,n,,,,,9/10/2020,
8,1,y,y,y,13,9,0,9/10/2020,
9,1,y,n,,,,,9/10/2020,
10,1,y,n,,,,,9/10/2020,
11,1,y,n,,,,,9/10/2020,
12,1,y,n,,,,,9/10/2020,
13,1,y,y,y,6,5,0,9/10/2020,
14,1,y,n,,,,,9/10/2020,
15,1,y,n,,,,,9/10/2020,
16,1,y,n,,,,,9/10/2020,
17,1,y,n,,,,,9/10/2020,
18,1,y,y,y,11,10,0,9/10/2020,
19,1,y,n,,,,,9/10/2020,
20,1,y,n,,,,,9/10/2020,
21,1,y,n,,,,,9/10/2020,
22,1,y,n,,,,,9/10/2020,
23,1,y,n,,,,,9/10/2020,
24,1,y,n,,,,,9/10/2020,
25,1,y,n,,,,,9/10/2020,
26,1,y,y,y,10,7,0,9/10/2020,
27,1,y,n,,,,,9/10/2020,
28,1,y,n,,,,,9/10/2020,
29,1,y,n,,,,,9/10/2020,
30,1,y,n,,,,,9/10/2020,
31,1,y,y,y,16,10,1,9/10/2020,
32,1,y,n,,,,,9/10/2020,
33,1,y,n,,,,,9/10/2020,
34,1,y,y,y,6,5,2,9/10/2020,
35,1,y,n,,,,,9/10/2020,
36,1,y,n,,,,,9/10/2020,
37,1,y,n,,,,,9/10/2020,
38,1,y,n,,,,,9/10/2020,
39,1,y,n,,,,,9/10/2020,
40,1,y,y,,,,,9/10/2020,"""no fruits"""
41,1,y,n,,,,,9/10/2020,
42,1,y,n,,,,,9/10/2020,
43,1,y,n,,,,,9/10/2020,
44,1,y,n,,,,,9/10/2020,
45,1,y,n,,,,,9/10/2020,
46,1,y,y,y,72,43,6,9/10/2020,
875,9,n,n,,,,,10/21/2020,
876,9,n,n,,,,,10/21/2020,
877,9,n,n,,,,,10/21/2020,
878,9,n,x,,,,,10/21/2020,tube missing
879,9,n,y,y,14,7,0,10/21/2020,"some seeds were soft but I don't think the plant was done maturing them, they didn't seem aborted"
880,9,n,n,,,,,10/21/2020,
881,9,n,y,y,38,31,9,10/21/2020,
882,9,n,n,,,,,10/21/2020,
883,9,n,y,y,21,13,0,10/21/2020,
884,9,n,n,,,,,10/21/2020,
885,9,n,n,,,,,10/21/2020,
886,9,n,n,,,,,10/21/2020,
887,9,n,n,,,,,10/21/2020,
888,9,n,x,,,,,10/21/2020,tube missing
889,9,n,n,,,,,10/21/2020,
890,9,n,n,,,,,10/21/2020,
891,9,n,n,,,,,10/21/2020,
892,9,n,y,y,22,18,0,10/21/2020,
893,9,n,n,,,,,10/21/2020,
894,9,n,n,,,,,10/21/2020,
895,9,n,n,,,,,10/21/2020,
896,9,n,y,y,4,3,1,10/21/2020,small plant
897,9,n,n,,,,,10/21/2020,
898,9,n,n,,,,,10/21/2020,
899,9,n,x,,,,,10/21/2020,tube missing
900,9,n,n,,,,,10/21/2020,
901,9,n,n,,,,,10/21/2020,
902,9,n,y,y,3,3,0,10/21/2020,"small, moldy plant"
903,9,n,y,y,81,36,8,10/21/2020,
920,9,n,x,,,,,10/21/2020,tube moved
904,9,n,n,,,,,10/21/2020,
905,9,n,n,,,,,10/21/2020,
906,9,n,y,y,12,13,1,10/21/2020,
907,9,n,n,,,,,10/21/2020,
908,9,n,y,y,11,9,0,10/21/2020,
909,9,n,n,,,,,10/21/2020,
910,9,n,n,,,,,10/21/2020,
911,9,n,n,,,,,10/21/2020,
912,9,n,n,,,,,10/21/2020,
913,9,n,n,,,,,10/21/2020,
914,9,n,x,,,,,10/21/2020,tube missing
915,9,n,y,y,6,5,0,10/21/2020,
916,9,n,y,y,3,3,1,10/21/2020,
917,9,n,n,,,,,10/21/2020,
918,9,n,n,,,,,10/21/2020,
919,9,n,y,y,19,14,5,10/21/2020,
185,2,y,y,y,42,22,3,10/22/2020,
186,2,y,n,,,,,10/22/2020,
187,2,y,y,y,26,13,1,10/22/2020,
188,2,y,n,,,,,10/22/2020,
189,2,y,n,,,,,10/22/2020,
190,2,y,n,,,,,10/22/2020,
191,2,y,n,,,,,10/22/2020,
192,2,y,n,,,,,10/22/2020,
193,2,y,n,,,,,10/22/2020,
194,2,y,n,,,,,10/22/2020,
195,2,y,n,,,,,10/22/2020,
196,2,y,n,,,,,10/22/2020,
197,2,y,n,,,,,10/22/2020,
198,2,y,n,,,,,10/22/2020,
199,2,y,y,n,0,0,0,10/22/2020,plant fragments only
200,2,y,y,y,12,7,2,10/22/2020,
201,2,y,y,y,14,7,1,10/22/2020,
202,2,y,n,,,,,10/22/2020,
203,2,y,n,,,,,10/22/2020,
204,2,y,n,,,,,10/22/2020,
205,2,y,n,,,,,10/22/2020,
206,2,y,y,y,2,2,0,10/22/2020,
207,2,y,n,,,,,10/22/2020,
208,2,y,n,,,,,10/22/2020,
209,2,y,y,y,11,8,0,10/22/2020,
210,2,y,n,,,,,10/22/2020,
211,2,y,y,y,12,11,5,10/22/2020,
212,2,y,n,,,,,10/22/2020,
213,2,y,n,,,,,10/22/2020,
214,2,y,n,,,,,10/22/2020,
215,2,y,n,,,,,10/22/2020,
216,2,y,n,,,,,10/22/2020,
217,2,y,n,,,,,10/22/2020,
218,2,y,n,,,,,10/22/2020,
219,2,y,n,,,,,10/22/2020,
220,2,y,n,,,,,10/22/2020,
221,2,y,n,,,,,10/22/2020,
222,2,y,n,,,,,10/22/2020,
223,2,y,n,,,,,10/22/2020,
224,2,y,n,,,,,10/22/2020,
225,2,y,n,,,,,10/22/2020,
226,2,y,n,,,,,10/22/2020,
227,2,y,y,y,6,4,0,10/22/2020,
228,2,y,n,,,,,10/22/2020,
229,2,y,n,,,,,10/22/2020,
230,2,y,n,,,,,10/22/2020,
369,4,y,n,,,,,10/22/2020,
370,4,y,n,,,,,10/22/2020,
371,4,y,n,,,,,10/22/2020,
372,4,y,y,y,2,2,0,10/22/2020,
373,4,y,n,,,,,10/22/2020,
374,4,y,y,y,9,8,0,10/22/2020,
375,4,y,n,,,,,10/22/2020,
376,4,y,y,y,14,12,2,10/22/2020,
377,4,y,n,,,,,10/22/2020,
378,4,y,n,,,,,10/22/2020,
379,4,y,n,,,,,10/22/2020,
380,4,y,n,,,,,10/22/2020,
381,4,y,n,,,,,10/22/2020,
382,4,y,n,,,,,10/22/2020,
383,4,y,y,y,4,4,0,10/22/2020,
384,4,y,n,,,,,10/22/2020,
385,4,y,y,y,7,6,0,10/22/2020,
386,4,y,y,y,4,4,0,10/22/2020,
387,4,y,n,,,,,10/22/2020,
388,4,y,n,,,,,10/22/2020,
389,4,y,y,y,8,8,1,10/22/2020,
390,4,y,n,,,,,10/22/2020,
391,4,y,n,,,,,10/22/2020,
392,4,y,n,,,,,10/22/2020,
393,4,y,n,,,,,10/22/2020,
394,4,y,n,,,,,10/22/2020,
395,4,y,y,y,6,4,0,10/22/2020,
396,4,y,y,y,9,6,0,10/22/2020,
397,4,y,y,y,2,2,0,10/22/2020,
398,4,y,y,y,6,6,2,10/22/2020,
399,4,y,n,,,,,10/22/2020,
400,4,y,y,y,3,3,0,10/22/2020,
401,4,y,n,,,,,10/22/2020,
402,4,y,n,,,,,10/22/2020,
403,4,y,n,,,,,10/22/2020,
404,4,y,n,,,,,10/22/2020,
405,4,y,n,,,,,10/22/2020,
406,4,y,y,y,11,11,1,10/22/2020,
407,4,y,y,y,3,3,0,10/22/2020,
408,4,y,n,,,,,10/22/2020,
409,4,y,y,y,9,9,0,10/22/2020,
410,4,y,n,,,,,10/22/2020,
411,4,y,n,,,,,10/22/2020,
412,4,y,n,,,,,10/22/2020,
413,4,y,n,,,,,10/22/2020,
414,4,y,y,y,7,7,0,10/22/2020,
415,4,n,n,,,,,10/22/2020,
416,4,n,n,,,,,10/22/2020,
417,4,n,n,,,,,10/22/2020,
418,4,n,y,y,94,57,14,10/22/2020,
419,4,n,n,,,,,10/22/2020,
420,4,n,y,y,26,15,1,10/22/2020,
421,4,n,y,y,16,11,0,10/22/2020,lost 1 seed after counting
422,4,n,n,,,,,10/22/2020,
423,4,n,y,y,15,15,1,10/22/2020,
424,4,n,n,,,,,10/22/2020,
425,4,n,n,,,,,10/22/2020,
426,4,n,n,,,,,10/22/2020,
427,4,n,y,y,10,9,4,10/22/2020,
428,4,n,y,y,14,16,2,10/22/2020,
429,4,n,y,n,0,0,0,10/22/2020,"""no fruit"""
430,4,n,n,,,,,10/22/2020,
431,4,n,y,y,5,3,0,10/22/2020,
432,4,n,n,,,,,10/22/2020,
433,4,n,n,,,,,10/22/2020,
434,4,n,n,,,,,10/22/2020,
435,4,n,n,,,,,10/22/2020,
436,4,n,y,y,9,6,0,10/22/2020,
437,4,n,n,,,,,10/22/2020,
438,4,n,n,,,,,10/22/2020,
439,4,n,n,,,,,10/22/2020,
440,4,n,n,,,,,10/22/2020,
441,4,n,n,,,,,10/22/2020,
442,4,n,y,y,7,6,1,10/22/2020,
443,4,n,y,y,4,5,1,10/22/2020,
444,4,n,n,,,,,10/22/2020,
445,4,n,n,,,,,10/22/2020,
446,4,n,n,,,,,10/22/2020,
447,4,n,n,,,,,10/22/2020,
448,4,n,n,,,,,10/22/2020,
449,4,n,n,,,,,10/22/2020,
450,4,n,n,,,,,10/22/2020,
451,4,n,n,,,,,10/22/2020,
452,4,n,n,,,,,10/22/2020,
453,4,n,n,,,,,10/22/2020,
454,4,n,y,y,5,4,0,10/22/2020,
455,4,n,n,,,,,10/22/2020,
456,4,n,y,y,4,4,0,10/22/2020,
457,4,n,n,,,,,10/22/2020,
458,4,n,n,,,,,10/22/2020,
459,4,n,n,,,,,10/22/2020,
460,4,n,y,y,4,4,1,10/22/2020,
47,1,n,n,,,,,10/22/2020,
48,1,n,y,y,3,2,0,10/22/2020,
49,1,n,n,,,,,10/22/2020,
50,1,n,n,,,,,10/22/2020,
51,1,n,y,y,34,25,3,10/22/2020,
52,1,n,n,,,,,10/22/2020,
53,1,n,n,,,,,10/22/2020,
54,1,n,n,,,,,10/22/2020,
55,1,n,n,,,,,10/22/2020,
56,1,n,n,,,,,10/22/2020,
57,1,n,y,y,8,6,0,10/22/2020,
58,1,n,n,,,,,10/22/2020,
59,1,n,n,,,,,10/22/2020,
60,1,n,n,,,,,10/22/2020,
61,1,n,n,,,,,10/22/2020,
62,1,n,n,,,,,10/22/2020,
63,1,n,n,,,,,10/22/2020,
64,1,n,n,,,,,10/22/2020,
65,1,n,n,,,,,10/22/2020,
66,1,n,n,,,,,10/22/2020,
67,1,n,n,,,,,10/22/2020,
68,1,n,n,,,,,10/22/2020,
69,1,n,n,,,,,10/22/2020,
70,1,n,y,y,4,3,2,10/22/2020,
71,1,n,n,,,,,10/22/2020,
72,1,n,y,,,,,10/22/2020,"""no fruit"""
73,1,n,y,y,12,7,0,10/22/2020,
74,1,n,n,,,,,10/22/2020,
75,1,n,n,,,,,10/22/2020,
76,1,n,y,,,,,10/22/2020,"""no fruit"""
77,1,n,n,,,,,10/22/2020,
78,1,n,y,y,2,3,1,10/22/2020,
79,1,n,y,y,1,2,0,10/22/2020,tiny
80,1,n,y,y,4,3,0,10/22/2020,
81,1,n,y,y,2,2,0,10/22/2020,
82,1,n,n,,,,,10/22/2020,
83,1,n,n,,,,,10/22/2020,
84,1,n,n,,,,,10/22/2020,
85,1,n,n,,,,,10/22/2020,
86,1,n,n,,,,,10/22/2020,
87,1,n,y,y,7,5,0,10/22/2020,
88,1,n,y,y,15,9,1,10/22/2020,
89,1,n,n,,,,,10/22/2020,
90,1,n,y,y,3,3,0,10/22/2020,
91,1,n,n,,,,,10/22/2020,
92,1,n,n,,,,,10/22/2020,
